id,original,lexical,syntactic,contextual,Question_ECS
408,Gary has 30 grams of gold that cost $15 per gram. Anna has 50 grams of gold for the cost of $20 per gram. How much is the cost of their gold combined?,"Gary owns 30 grams of gold valued at $15 per gram, while Anna owns 50 grams priced at $20 per gram. What is their total gold value?","If Gary’s 30 grams of gold cost $15 per gram and Anna’s 50 grams cost $20 per gram, what’s the combined total worth of both?","Gary and Anna compare their gold collections. Gary’s 30 grams are $15 per gram, and Anna’s 50 grams cost $20 per gram. What’s their total gold value together?",0.9100324610869089
409,"A man is returning home from work and trying to decide which route to take.  His first route option includes 3 stoplights.  This route will take him 10 minutes if all three lights are green, but each light that is red will add 3 minutes to the trip.  The second route does not include any stoplights and takes 14 minutes.  If the man chooses the first route, how much longer will his trip be if all 3 stoplights are red?","A man heading home considers two routes. The first has 3 stoplights and takes 10 minutes if all are green, but each red light adds 3 minutes. The second route has no lights and takes 14 minutes. If all 3 lights turn red, how much longer will the first route take?","If his first route with 3 stoplights takes 10 minutes with all green and adds 3 minutes per red, and the second route takes 14 minutes, how much longer is the first route when all 3 lights are red?","After work, a man decides between two routes home. The first includes 3 lights, taking 10 minutes if all are green but adding 3 minutes for each red. The second takes 14 minutes. If all lights are red, how much longer is the first route?",0.9486699302991232
410,"Hannah harvests 5 strawberries daily for the next whole month of April, which has 30 days. If she gives away 20 strawberries to her friends and 30 strawberries are stolen, how many strawberries does she have by the end of April?","Hannah picks 5 strawberries every day during April (30 days). If she gives away 20 and loses 30 to theft, how many are left by the end of the month?","If Hannah collects 5 strawberries per day for 30 days, and later gives 20 away and has 30 stolen, how many remain?","In her garden, Hannah harvests 5 strawberries a day throughout April (30 days). After giving 20 to friends and losing 30 to thieves, how many strawberries does she still have?",0.8909236788749695
411,"Zig wrote four times as many books as Flo. If Zig wrote 60 books, how many books did they write altogether?","Zig wrote 4 times the number of books that Flo did. If Zig completed 60 books, how many books did both of them write in total?","If Zig wrote 60 books, which is four times as many as Flo wrote, what is the combined total of their books?","At a local author’s fair, Zig has written 60 books—four times as many as Flo. How many books have the two authors written altogether?",0.9143582085768381
412,There are four members in one household. Each member consumes 3 slices of bread during breakfast and 2 slices of bread for snacks. A loaf of bread has 12 slices. How many days will five loaves of bread last in this family?,A family of four eats 3 bread slices each at breakfast and 2 slices each for snacks. Each loaf contains 12 slices. How long will 5 loaves last?,"If a four-member family eats 3 slices per person for breakfast and 2 per person as snacks, and a loaf has 12 slices, for how many days will 5 loaves be enough?","In a small household of four people, each person eats 3 slices for breakfast and 2 for snacks. Each loaf holds 12 slices. How many days can 5 loaves feed them?",0.9096499383449554
413,"A baker is making bread according to a recipe that requires him to use 3 eggs for every 2 cups of flour. If the baker wants to use up the 6 cups of flour he has remaining in his pantry, how many eggs will he need to use?","A baker follows a recipe needing 3 eggs per 2 cups of flour. If he wants to use 6 cups of flour, how many eggs does he need?","If a recipe calls for 3 eggs for every 2 cups of flour, how many eggs are required when the baker uses 6 cups of flour?","In his bakery, a chef’s recipe uses 3 eggs for every 2 cups of flour. If he decides to use all 6 cups left in his pantry, how many eggs will he crack?",0.8969174524148306
414,"Betty is 60 years old, and she is the oldest person in the family. Her daughter is 40 percent younger than she is, and her granddaughter is one-third her mother's age. How old is the granddaughter?","Betty is 60 years old, her daughter is 40% younger than her, and her granddaughter’s age is one-third of her mother’s. How old is the granddaughter?","If Betty is 60 years old, her daughter is 40% younger than Betty, and her granddaughter’s age equals one-third of her mother’s, what is the granddaughter’s age?","In Betty’s family, the 60-year-old matriarch has a daughter who is 40% younger and a granddaughter who is one-third her mother’s age. How old is the granddaughter?",0.9444930752118429
415,Fran baked 50 red macaroons and 40 green macarons. How many macaroons will remain if Fran ate 15 green macaroons and twice as many red macaroons as green macaroons?,"Fran made 50 red macaroons and 40 green ones. If she eats 15 green and twice that number of red macaroons, how many remain?","If Fran bakes 50 red and 40 green macaroons, eats 15 of the green ones and twice that many red ones, how many are left?","At a weekend bake sale, Fran prepared 50 red and 40 green macaroons. She ate 15 green and twice as many red macaroons afterward. How many are left?",0.8987979888916016
416,"Roberto recently received a 20% raise from his previous salary, which was already 40% higher than his starting salary. If Roberto's starting salary was $80,000, what is his current salary?","Roberto’s old salary was 40% higher than his starting salary. After receiving a 20% raise, and given that he started at $80,000, what’s his current salary?","If Roberto began at $80,000, his previous salary was 40% more than that, and he then got a 20% raise, what is his new salary?","After three promotions, Roberto’s salary increased multiple times. His starting pay was $80,000, then 40% more, followed by another 20% raise. What is his current pay?",0.9462812840938568
417,"Dakota gets hit by a bus and has to spend 3 days in the hospital. The hospital charges her $900/day for her bed, $250/hour for two specialists to look at her 15 minutes each, and $1800 for the ambulance ride. How much is Dakota's medical bill?","Dakota stays 3 days in the hospital after an accident. Her bed costs $900 per day, each of two specialists charges $250 per hour but only visits for 15 minutes each, and the ambulance costs $1800. What’s her total bill?","If Dakota is hospitalized for 3 days at $900/day, has two specialists charging $250/hour each for 15 minutes, and an ambulance fee of $1800, what’s her total medical cost?","After a minor accident, Dakota is hospitalized for 3 days. The bed costs $900 per day, two doctors each charge $250/hour for 15 minutes, and the ambulance fee is $1800. What’s the total bill?",0.904936671257019
