id,question,answer
197,"A trader made a profit of $960 after a week of sales. To raise $610 to pay for her next shipment of wares, she splits the profit in half and solicits donations from her family and friends. If she received a total donation of $310 and adds it to one-half of her profit, how much money did she make above her goal?","She splits her $960 profit in half to get $960 / 2 = $<<960/2=480>>480.
She receives a total donation of $310, so she now has $310 + $480 = $<<310+480=790>>790.
She needed only $610 so she has $790 - $610 = $180 more than she needs.
#### 180"
198,"Tommy has 3 toy cars. His neighbor, Jessie, has 3 cars too. Jessie's older brother has 5 more cars than Tommy and Jessie. How many cars do the three of them have altogether?","Tommy and Jessie have 3 + 3 = <<3+3=6>>6 cars.
Jessie's brother has 5 + 6 = <<5+6=11>>11 cars.
Altogether, they have 6 + 11 = <<6+11=17>>17 cars.
#### 17"
199,"The novel that everyone is reading for English class has half as many pages as their history book.  Their science book has 4 times the amount of pages as their novel.  If the history book has 300 pages, how many pages does their science book have?","Their novel is half as long as their 300-page history book so it is 300/2 = <<300/2=150>>150 pages
Their science book has 4 times the amount of pages as their novel, which is 150 pages, so their science book has 4*150 = <<4*150=600>>600 pages
#### 600"
200,"Lilia has 15 peaches. She sold 10 peaches to her friends for $2 each, while 4 other peaches were sold to her relatives for $1.25 each, and she left the other one for herself. How much did she earn after selling 14 peaches?","Lilia earned 10 x $2 = $<<10*2=20>>20 for selling the peaches to her friends.
She also earned 4 x $1.25 = $<<4*1.25=5>>5 for selling the peaches to her relatives.
Therefore, Lilia earned $20 + $5 = $<<20+5=25>>25 for selling 14 peaches.
#### 25"
201,John starts at an elevation of 400 feet.  He travels downward at a rate of 10 feet down per minute for 5 minutes.  What is his elevation now?,"He traveled down 10*5=<<10*5=50>>50 feet.
So he is at an elevation of 400-50=<<400-50=350>>350 feet.
#### 350"
202,"Jack is stranded on a desert island. He wants some salt to season his fish. He collects 2 liters of seawater in an old bucket. If the water is 20% salt, how many ml of salt will Jack get when all the water evaporates?","First find how many liters of the seawater are salt: 2 liters * 20% = <<2*20*.01=.4>>.4 liters
Then multiply that amount by 1000 ml/liter to find the number of ml of salt Jack gets: .4 liters * 1000 ml/liter = <<.4*1000=400>>400 ml
#### 400"
203,"Michael bought 6 crates of egg on Tuesday. He gave out 2 crates to Susan, who he admires and bought another 5 crates on Thursday. If one crate holds 30 eggs, how many eggs does he have now?","He had 6 crates and then gave out 2 so he now has 6-2 = <<6-2=4>>4 crates left
He bought an additional 5 crates for a total of 4+5 = <<4+5=9>>9 crates
Each crate has 30 eggs so he has 30*9 = <<30*9=270>>270 eggs
#### 270"
204,"Lulu has $65 in her piggy bank. She spent $5 on ice cream. She then spent half of the remainder of the money on a t-shirt. Afterwards, she went to the bank and deposited a fifth of her remaining money. How much cash was Lulu left with?","Lulu had 65-5 = <<65-5=60>>60 dollars left after eating ice cream.
Lulu had 60/2 = <<60/2=30>>30 dollars left.
Lulu deposited 30/5 = <<30/5=6>>6 dollars
Lulu was left with 30-6 = <<30-6=24>>24 in cash.
#### 24"
205,"Mark can jump 6 inches off the ground. Lisa can jump double the height as Mark, and Jacob can jump double the height of Lisa. If James jumps 2/3 as high Jacob, how high can James jump?","Lisa can jump 6*2 =<<6*2=12>>12 inches.
Jacob can jump 12 *2 = <<12*2=24>>24 inches.
James can jump 24*(2/3)= <<24*(2/3)=16>>16 inches high.
#### 16"
206,"Rachel is twice as old as Rona and Collete's age is half the age of Rona's. If Rona is 8 years old, what is the difference between the age of Collete and Rachel?","Rachel's age is 8 x 2 = <<8*2=16>>16.
Collete's age is 8 / 2 = <<8/2=4>>4.
Therefore the difference between their age is 16 - 4 = <<16-4=12>>12.
#### 12"
208,James takes 5 oranges and breaks each orange into 8 pieces.  He splits the pieces between 4 people.  If an orange has 80 calories how many calories does each person get?,"He makes 5*8=<<5*8=40>>40 pieces
So each person gets 40/4=<<40/4=10>>10 pieces
That means each person eats 10/8=<<10/8=1.25>>1.25 of an orange
So each person eats 80*1.25=<<80*1.25=100>>100 calories of orange
#### 100"
210,"Reyna had 20 lamps with seven light bulbs in each lamp. If 1/4 of them have 2 burnt-out light bulbs each, how many light bulbs are working?","The total number of light bulbs in the 20 lamps is 20*7 = <<20*7=140>>140
If 1/4 of the 20 lamps have burnt-out light bulbs, there are 1/4*20 = <<1/4*20=5>>5 lamps with burn out light bulbs
Since each of the 5 lamps has 2 burnt-out light bulbs, the number of burn out light bulbs is 2*5 = <<2*5=10>>10
The number of working light bulbs is 140 -10 = <<140-10=130>>130
#### 130"
211,"In 2021, Wayne is 37 years old.  His brother Peter is 3 years older than him and their sister Julia is 2 years older than Peter.  What year was Julia born in?","Peter is 3 years older than Wayne who is 37 so Peter is 37+3 = <<37+3=40>>40 years old
Julia is 2 years older than Peter who is 40 so Julia is 2+40 = <<2+40=42>>42 years old
It's 2021 and Julia is 42 years old so she was born in 2021-42 = <<2021-42=1979>>1979
#### 1979"
213,"A firefighter's hose can deliver 20 gallons of water per minute.  For a building fire that requires 4000 gallons of water to put out, how long will it take, in minutes, for a team of 5 firefighters, each with their own hose, to put out the fire?","A team of 5 firefighters with hoses can deliver 5 * 20 = <<5*20=100>>100 gallons of water per minute.
To deliver 4000 gallons, this team will take 4000/100 = <<4000/100=40>>40 minutes to extinguish the fire.
#### 40"
215,Ben makes a sandwich that has 1250 calories total that has two strips of bacon with 125 calories each. What percentage of the sandwich's total calories come from bacon?,"First find the total number of calories in the bacon: 125 calories + 125 calories = <<125+125=250>>250 calories
Then divide the number of bacon calories by the total number of calories and multiply by 100% to express the answer as a percentage: 250 calories / 1250 calories * 100% = 20%
#### 20"
216,"Milena is 7 years old, and her grandmother is 9 times older than her. Milena's grandfather is two years older than her grandmother. What is the age difference between Milena and her grandfather?","Milena's grandmother is 7 * 9 = <<7*9=63>>63 years old.
Her grandfather is 63 + 2 = <<63+2=65>>65 years old.
So the age difference between Milena and her grandfather is 65 - 7 = <<65-7=58>>58 years.
#### 58"
217,"Greg has lent his sister Tessa money on several occasions. Greg writes down all of his sister's debts in a notebook, the first time he lent her $40. A week later, Tessa paid him back half of her debt. A few days later she asked him for $10 more. How much does Tessa still owe Greg?","After Greg lent her $40, Tessa paid him back 40 / 2 =$<<40/2=20>>20.
So Tessa's debt was 40 - 20 = $<<40-20=20>>20.
Finally, she asked for $10 more, leaving the debt at 20 + 10 = $<<20+10=30>>30.
#### 30"
218,"The zoo has 50 new visitors entering the zoo every hour. The zoo is open for 8 hours in one day. If 80% of the total visitors go to the gorilla exhibit, how many visitors go to the gorilla exhibit in one day?","The zoo has 50 * 8 = <<50*8=400>>400 visitors in one day
The number of visitors that go to the gorilla exhibit in one day is 400 * 0.80 = <<400*0.80=320>>320 visitors
#### 320"
220,"There were 600 cookies in a box. Nicole ate 2/5 of the total number of cookies, while Eduardo ate 3/5 of the remaining amount. What percentage of the original cookies remained?","Nicole ate 2/5 of the total number of cookies, which is 2/5*600= <<2/5*600=240>>240
The total number of cookies that remained in the box after Nicole ate 240 is 600-240 = <<600-240=360>>360
Eduardo then ate 3/5 of the remaining cookies, a total of 3/5*360 = <<3/5*360=216>>216 cookies
The total number of cookies that remained after Eduardo ate 216 is 360 - 216 = <<360-216=144>>144
The percentage of the cookies that remained out of the original amount is 144/600*100% = 24%
#### 24"
221,"Tony has a piece of quilt that is 6 feet by 24 feet. If he wants to turn it into a square and use all the fabric, how long is each side of the square?","The quilt is 144 square feet because 6 x 24 = <<6*24=144>>144
A square quilt would be 12 feet per side because √(144) = 12
#### 12"
222,Tim spent $50.00 on Chinese take-out.  80% of the cost went to 4 entrees.  The rest of the money went to 2 appetizers that each cost the same amount.  How much was the price of a single appetizer?,"He spent $50.00 and 80% of the meal went to entrees so he spent 50*.80 = $40.00 on entrees
He spent $50.00 and $40.00 went to entrees so that leaves $50 - $40 = $<<50-40=10.00>>10.00 for appetizers
Each appetizer costs the same amount and he spent $10.00 all together so each appetizer is $10/2 = $<<10/2=5.00>>5.00
#### 5"
223,"All 20 of Grant’s baby teeth have fallen out and he has a total of $54 from the tooth fairy. Every time he lost a tooth, he put it under his pillow for the tooth fairy, except for one that he dropped on the way home from school and another he swallowed accidentally. The tooth fairy left Grant $20 when he lost his first tooth. How much did the tooth fairy leave him per tooth after his first tooth, assuming equal money exchanged for each tooth thereafter?","Grant’s 20 baby teeth – 1 tooth he dropped – 1 he swallowed = <<20-1-1=18>>18 teeth left for the tooth fairy.
We aren’t counting his first tooth, so 18 teeth – 1 first tooth = <<18-1=17>>17 teeth.
Grant received $54 - $20 = $<<54-20=34>>34 in total for all the teeth after the first.
So he received $34 / 17 teeth = $<<34/17=2>>2 for each tooth after his first tooth.
#### 2"
224,"Allie has 9 toys, which are in total worth $52. If we know that one toy is worth $12, and all the other toys have the same value, how much does one of the other toys cost?","Allie has 9 - 1 = <<9-1=8>>8 toys of the same value.
Without the value of the one $12 toy, all 8 other toys are worth in total 52 - 12 = $<<52-12=40>>40.
That would mean, that one of the other toys is worth 40 / 8 = $<<40/8=5>>5.
#### 5"
226,Monroe has a collection of ants and a collection of spiders. He has 8 spiders and 12 ants. He is wondering what the number of legs of the entire collection is.,"The ants have 72 legs because 12 times 6 equals <<12*6=72>>72
The spiders have 64 legs because 8 times 8 equals <<8*8=64>>64.
There are a total of 136 legs because 72 plus 64 equals <<72+64=136>>136.
#### 136"
227,"Trey is hanging wall decorations around his house. He uses a nail for each of two-thirds of them, a thumbtack for each of two-fifths of the rest, and a sticky strip for each of the other decorations. He used 15 sticky strips. How many nails did Trey use?","Trey used 15 sticky strips for 3/5 of the remaining decorations after using nails, so he used 15 * / 3/5 = 25 thumbtacks and sticky strips
The 25 decorations were 1/3 of the total decorations, so he used 25 / 1/3 = 75 total decorations
The nails were 2/3 of the decorations, so Trey used 75 decorations * 2/3 = <<2/3*75=50>>50 nails
#### 50"
228,Jeremy decides to take Tylenol because of the pain he is experiencing. He decides to take 1000 mg every 6 hours for 2 weeks.  How many pills do they take if they are each 500 mg?,"He takes 1000/500=<<1000/500=2>>2 pills each time
He takes them 24/6=<<24/6=4>>4 times a day
So he takes 4*2=<<4*2=8>>8 pills per day
He takes pills for 2*7=<<2*7=14>>14 days
So he takes 8*14=<<8*14=112>>112 pills
#### 112"
229,"At Mario's barbershop haircuts are 50% more expensive during the weekends. If Mario paid $18 for his last haircut on Monday, how much he would have paid the day before?","Mario's $18 cut on Monday would have been 50% more expensive on Sunday or $18*50% = $<<18*50*.01=9>>9 more expensive
That means he would have paid $9 more on Sunday than what he paid ($18) on Monday or $9+$18 = $<<9+18=27>>27
#### 27"
230,"The age difference between Asaf and Alexander's age is half the total number of pencils Asaf has. The sum of their ages is 140, and Asaf is 50 years old. If Alexander has 60 more pencils than Asaf, calculate the total number of pencils they have together.","If the sum of their ages is 140, and Asaf is 50 years old, Alexander is 140-50 = <<140-50=90>>90 years old.
The age difference between Asaf and Alexander's age is 90-50 = <<90-50=40>>40
Since the age difference between Asaf and Alexander's age is half the total number of pencils Asaf has, Asaf has 2*40 = <<2*40=80>>80 pencils.
If Alexander has 60 more pencils than Asaf, Alexander has 80+60= <<60+80=140>>140 pencils.
Together, they have 140 + 80 = <<140+80=220>>220 pencils
#### 220"
