id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
220,"A man dressed in a sport coat, slacks and nice shoes, posing in a very busily-decorated room, while wearing a dark green mask that has large yellow monster teeth, a single orange eye, and completely covers his head.","A man dressed in a _____ _____ _____ and _____ _____ posing in a very busily-decorated room, while wearing a _____ _____ _____ that has _____ _____ _____ _____ a _____ _____ _____ and _____ _____ _____ _____","_____ _____ _____ _____ _____ sport coat, slacks _____ nice shoes, _____ _____ _____ _____ _____ _____ _____ _____ _____ dark green mask _____ _____ large yellow monster teeth, _____ single orange eye, _____ completely covers his head.","_____ _____ _____ _____ _____ sport coat, slacks _____ nice shoes, _____ _____ _____ _____ _____ _____ _____ _____ _____ dark green mask _____ _____ large yellow monster teeth, _____ single orange eye, _____ completely covers his head.",0.5000,"A man dressed in a _____ _____ _____ and _____ _____ posing in a very busily-decorated room, while wearing a dark green _____ that has large yellow _____ _____ a single orange _____ and completely covers his head.","_____ _____ _____ _____ _____ sport coat, slacks _____ nice shoes, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ mask _____ _____ _____ _____ monster teeth, _____ _____ _____ eye, _____ _____ _____ _____ _____","A _____ dressed in _____ sport coat, slacks _____ nice shoes, posing in a very _____ _____ while wearing _____ dark green mask _____ has large _____ monster teeth, _____ single orange eye, and completely covers his head.",0.2368,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ in a _____ _____ _____ while wearing a _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,"A man dressed in a sport coat, slacks and nice shoes, posing _____ _____ very busily-decorated room, _____ _____ _____ dark green mask that has large yellow monster teeth, a single orange eye, and completely covers his head.","A man dressed in a sport coat, slacks and nice shoes, posing _____ _____ very busily-decorated room, _____ _____ _____ dark green mask that has large yellow monster teeth, a single orange eye, and completely covers his head.",0.8684,A man dressed in a _____ _____ _____ and _____ _____ posing in a very _____ _____ while wearing a _____ _____ _____ that has _____ _____ _____ _____ a _____ _____ _____ and _____ _____ _____ _____,"_____ _____ _____ _____ _____ sport coat, slacks _____ nice shoes, _____ _____ _____ _____ busily-decorated room, _____ _____ _____ dark green mask _____ _____ large yellow monster teeth, _____ single orange eye, _____ completely covers his head.","_____ _____ _____ _____ _____ sport coat, slacks _____ nice shoes, _____ _____ _____ _____ busily-decorated room, _____ _____ _____ dark green mask _____ _____ large yellow monster teeth, _____ single orange eye, _____ completely covers his head.",0.5526
223,A young boy playing goalie stops the soccer ball with his hands.,A young boy _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ playing goalie stops the soccer ball with his hands.,_____ _____ _____ playing goalie stops the soccer ball with his hands.,0.7500,A _____ _____ _____ _____ _____ _____ _____ _____ with his _____,_____ young boy playing goalie stops the soccer ball _____ _____ hands.,_____ young boy playing goalie stops the soccer ball _____ _____ hands.,0.7500,A young boy _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ playing goalie stops the soccer ball with his hands.,_____ _____ _____ playing goalie stops the soccer ball with his hands.,0.7500,A young boy _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ playing goalie stops the soccer ball with his hands.,_____ _____ _____ playing goalie stops the soccer ball with his hands.,0.7500
224,A young woman plays professional tennis.,A young woman _____ _____ _____,_____ _____ _____ plays professional tennis.,_____ _____ _____ plays professional tennis.,0.5000,A young _____ _____ _____ _____,_____ _____ woman plays professional tennis.,_____ _____ woman plays professional tennis.,0.6667,A young woman plays _____ _____,_____ _____ _____ _____ professional tennis.,_____ _____ woman plays professional tennis.,0.3333,A young woman plays _____ _____,_____ _____ _____ _____ professional tennis.,_____ young woman _____ professional tennis.,0.3333
225,Someone in a lime green shirt is holding on to a tree.,_____ in a _____ _____ shirt is _____ _____ _____ _____ _____,Someone _____ _____ lime green _____ _____ holding on to a tree.,Someone _____ _____ lime green _____ _____ holding on to a tree.,0.6667,_____ in a lime green shirt is holding on to a tree.,Someone _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,Someone in a lime green _____ is holding on to a tree.,0.0833,_____ in a _____ _____ _____ is _____ _____ _____ _____ _____,Someone _____ _____ lime green shirt _____ holding on to a tree.,Someone _____ _____ lime green shirt _____ holding on to a tree.,0.7500,_____ in a lime green shirt is _____ _____ _____ _____ _____,Someone _____ _____ _____ _____ _____ _____ holding on to a tree.,Someone _____ _____ _____ _____ _____ _____ holding on to a tree.,0.5000
227,A young boy doing a wheelie on his bike.,A young boy _____ _____ _____ on his bike.,_____ _____ _____ doing a wheelie _____ _____ _____,A young boy doing a wheelie _____ _____ _____,0.3333,A young boy _____ _____ _____ on his bike.,_____ _____ _____ doing a wheelie _____ _____ _____,_____ _____ _____ doing a wheelie on his bike.,0.3333,A _____ _____ _____ _____ _____ on his bike.,_____ young boy doing a wheelie _____ _____ _____,_____ young boy doing a wheelie _____ _____ _____,0.5556,A young boy _____ _____ _____ on his bike.,_____ _____ _____ doing a wheelie _____ _____ _____,_____ young _____ doing a wheelie on his _____,0.3333
228,A skateboarder riding up to a slope.,A skateboarder _____ _____ _____ _____ _____,_____ _____ riding up to a slope.,_____ _____ riding up to a slope.,0.7143,A skateboarder _____ _____ _____ _____ _____,_____ _____ riding up to a slope.,_____ _____ riding up to a slope.,0.7143,_____ _____ _____ _____ _____ _____ _____,A skateboarder riding up to a slope.,A skateboarder riding up to a slope.,1.0000,A _____ _____ _____ _____ _____ _____,_____ skateboarder riding up to a slope.,_____ skateboarder riding up to a slope.,0.8571
229,Big brown and white spotted dog laying on a jacket on the street.,Big brown and white spotted dog _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ _____ _____ _____ laying on a jacket on the street.,_____ _____ _____ _____ _____ _____ laying on a jacket on the street.,0.5385,Big brown and white spotted _____ laying on a jacket _____ _____ _____,_____ _____ _____ _____ _____ dog _____ _____ _____ _____ on the street.,_____ brown _____ white _____ dog _____ on a jacket on the street.,0.3077,Big brown and white spotted _____ laying on a jacket _____ _____ _____,_____ _____ _____ _____ _____ dog _____ _____ _____ _____ on the street.,Big brown and _____ spotted dog _____ _____ a _____ on the street.,0.3077,Big brown and white spotted _____ laying on a jacket _____ _____ _____,_____ _____ _____ _____ _____ dog _____ _____ _____ _____ on the street.,Big _____ and _____ spotted dog _____ _____ a jacket on the street.,0.3077
230,Two men clean the outside of a building under a blue sky.,Two men clean the outside of a building under a _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ blue sky.,Two men clean the outside _____ a _____ under a blue sky.,0.1667,Two men _____ _____ _____ _____ _____ _____ under a _____ _____,_____ _____ clean the outside of a building _____ _____ blue sky.,_____ _____ clean the outside of a building _____ _____ blue sky.,0.6667,Two _____ _____ _____ _____ _____ _____ _____ under a _____ _____,_____ men clean the outside of a building _____ _____ blue sky.,_____ men clean the outside of a building _____ _____ blue sky.,0.7500,Two men _____ _____ _____ _____ _____ _____ under a _____ _____,_____ _____ clean the outside of a building _____ _____ blue sky.,_____ _____ clean the outside of a building _____ _____ blue sky.,0.6667
231,A man in a hoodie does an ollie on his skateboard with people in the park in the background.,A _____ _____ _____ _____ _____ _____ _____ on his _____ with people _____ _____ _____ in the background.,_____ man in a hoodie does an ollie _____ _____ skateboard _____ _____ in the park _____ _____ _____,_____ man in a hoodie does an ollie _____ _____ skateboard _____ _____ in the park _____ _____ _____,0.5789,A man in a hoodie _____ _____ _____ _____ _____ _____ with people _____ _____ _____ in the background.,_____ _____ _____ _____ _____ does an ollie on his skateboard _____ _____ in the park _____ _____ _____,_____ _____ _____ _____ _____ does an ollie on his skateboard _____ _____ in the park in _____ _____,0.4737,A _____ in a hoodie _____ _____ _____ on his _____ with people in the _____ in the background.,_____ man _____ _____ _____ does an ollie _____ _____ skateboard _____ _____ _____ _____ park _____ _____ _____,A man _____ a hoodie does an ollie _____ _____ skateboard with people _____ _____ park _____ the background.,0.3158,A man in a hoodie _____ _____ _____ on his _____ with _____ _____ _____ _____ in the background.,_____ _____ _____ _____ _____ does an ollie _____ _____ skateboard _____ people in the park _____ _____ _____,A _____ in _____ _____ does an ollie _____ his skateboard _____ people in the park _____ _____ _____,0.4211
232,An arena audience looking down at a football field.,_____ _____ _____ _____ _____ at _____ _____ _____,An arena audience looking down _____ a football field.,An arena audience looking down _____ a football field.,0.8889,An _____ _____ _____ _____ at a _____ _____,_____ arena audience looking down _____ _____ football field.,_____ arena audience looking down _____ _____ football field.,0.6667,An arena _____ _____ _____ _____ a _____ _____,_____ _____ audience looking down at _____ football field.,_____ _____ audience looking down at _____ football field.,0.6667,An arena _____ _____ _____ _____ a _____ _____,_____ _____ audience looking down at _____ football field.,_____ _____ audience looking down at _____ football field.,0.6667
234,"A man wearing a blue outfit is pushing a boat, which is wooden and covered, with a pole, and a woman wearing black is the passenger.","A man wearing a blue outfit is _____ _____ _____ which is _____ _____ _____ with a pole, and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ wooden and covered, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","A _____ wearing a blue outfit is pushing a boat, which is wooden and covered, _____ a _____ and a _____ wearing black is _____ _____",0.2308,"A man wearing a blue outfit is _____ _____ _____ which is wooden and covered, _____ _____ _____ and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ _____ _____ _____ with a pole, _____ _____ _____ _____ _____ _____ _____ _____","A _____ _____ a blue _____ is pushing a boat, which _____ wooden and covered, with a pole, _____ _____ woman wearing black is the passenger.",0.2308,"A man wearing a blue outfit is _____ a boat, which is wooden and _____ with a _____ and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing _____ _____ _____ _____ _____ _____ covered, _____ _____ pole, _____ _____ _____ _____ _____ _____ _____ _____","A man wearing a blue _____ is pushing a boat, which is wooden and covered, with a pole, and _____ woman wearing black is _____ passenger.",0.1154,"A man wearing a blue outfit is _____ _____ _____ which is _____ _____ _____ with a pole, and a woman wearing black is the passenger.","_____ _____ _____ _____ _____ _____ _____ pushing a boat, _____ _____ wooden and covered, _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____","_____ _____ wearing a _____ outfit is pushing a boat, which is wooden and covered, with a pole, and a _____ wearing _____ is _____ passenger.",0.2308
235,A man in a black shirt is making bubbles.,A man _____ _____ _____ _____ is _____ _____,_____ _____ in a black shirt _____ making bubbles.,_____ _____ in a black shirt _____ making bubbles.,0.6667,A man in a _____ _____ is _____ _____,_____ _____ _____ _____ black shirt _____ making bubbles.,A _____ _____ _____ black shirt _____ making bubbles.,0.4444,A man in _____ _____ _____ is _____ _____,_____ _____ _____ a black shirt _____ making bubbles.,_____ _____ _____ a black shirt _____ making bubbles.,0.5556,A man _____ _____ _____ _____ is _____ _____,_____ _____ in a black shirt _____ making bubbles.,_____ _____ in a black shirt _____ making bubbles.,0.6667
236,The two people are viewing an artist's piece.,The _____ _____ are _____ _____ _____ _____,_____ two people _____ viewing an artist's piece.,_____ two people _____ viewing an artist's piece.,0.7500,The two people are _____ _____ _____ _____,_____ _____ _____ _____ viewing an artist's piece.,_____ _____ _____ _____ viewing an artist's piece.,0.5000,The _____ _____ are _____ _____ _____ _____,_____ two people _____ viewing an artist's piece.,_____ two people _____ viewing an artist's piece.,0.7500,The two people are _____ _____ _____ _____,_____ _____ _____ _____ viewing an artist's piece.,_____ _____ _____ _____ viewing an artist's piece.,0.5000
237,"A man wearing sunglasses, white shirt, and a smile plays the drums.",A man _____ _____ _____ _____ and _____ _____ _____ _____ _____,"_____ _____ wearing sunglasses, white shirt, _____ a smile plays the drums.","_____ _____ wearing sunglasses, white shirt, _____ a smile plays the drums.",0.7500,"A _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",_____ man _____ _____ _____ _____ _____ _____ _____ plays the drums.,A man wearing _____ _____ _____ and a _____ plays the drums.,0.3333,"_____ _____ wearing sunglasses, white shirt, and a smile _____ _____ _____",A man _____ _____ _____ _____ _____ _____ _____ plays the drums.,"A man _____ _____ _____ shirt, and _____ _____ plays the drums.",0.4167,A man _____ _____ _____ _____ and _____ _____ _____ _____ _____,"_____ _____ wearing sunglasses, white shirt, _____ a smile plays the drums.","_____ _____ wearing sunglasses, white shirt, _____ a smile plays the drums.",0.7500
