id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic
255,Two people are walking in opposite directions in front of the same store that says there is a 50% sale.,_____ _____ are walking in opposite directions in front of the same _____ that says there is a 50% sale.,Two people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ store _____ _____ _____ _____ _____ _____ _____,Two people are walking in opposite directions in front of _____ same store _____ _____ there is a 50% sale.,0.1500,_____ _____ are walking in opposite directions in front of the same _____ that says there is a 50% sale.,Two people _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ store _____ _____ _____ _____ _____ _____ _____,Two people are walking in _____ _____ in front of the same store that _____ there is a 50% sale.,0.1500,_____ _____ are _____ _____ _____ _____ in front of the same _____ that says there is a 50% sale.,Two people _____ walking in opposite directions _____ _____ _____ _____ _____ store _____ _____ _____ _____ _____ _____ _____,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ a _____ _____,0.3500,_____ _____ are _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ that says there is a 50% sale.,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ _____ _____ _____,Two people _____ walking in opposite directions in front of the same store _____ _____ _____ _____ _____ _____ _____,0.6000
256,A man is sliding along a green barrier on his snowboard.,A man is _____ _____ a green barrier on his _____,_____ _____ _____ sliding along _____ _____ _____ _____ _____ snowboard.,A man _____ sliding along a green _____ on _____ snowboard.,0.2727,A man is _____ _____ _____ _____ _____ on his _____,_____ _____ _____ sliding along a green barrier _____ _____ snowboard.,_____ _____ _____ sliding along a green barrier _____ _____ snowboard.,0.5455,_____ _____ is _____ along a green barrier on his _____,A man _____ sliding _____ _____ _____ _____ _____ _____ snowboard.,A man is sliding along a _____ _____ _____ _____ snowboard.,0.3636,_____ _____ is _____ _____ _____ _____ _____ _____ _____ _____,A man _____ sliding along a green barrier on his snowboard.,A man _____ sliding along a green barrier on his snowboard.,0.9091
258,Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.,Hispanic _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ woman wearing a red plaid shirt works on sewing an article of clothing.,_____ woman wearing a red plaid shirt works on sewing an article of clothing.,0.9286,Hispanic woman _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7143,Hispanic _____ _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ woman wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ woman wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7857,Hispanic woman _____ _____ _____ _____ _____ works on _____ _____ _____ _____ _____,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,_____ _____ wearing a red plaid shirt _____ _____ sewing an article of clothing.,0.7143
259,Three elderly women walking from behind.,Three elderly women _____ from behind.,_____ _____ _____ walking _____ _____,Three _____ women walking from behind.,0.1667,Three elderly women _____ from behind.,_____ _____ _____ walking _____ _____,Three elderly women walking from _____,0.1667,Three elderly women _____ _____ _____,_____ _____ _____ walking from behind.,_____ _____ _____ walking from behind.,0.5000,Three elderly women _____ _____ _____,_____ _____ _____ walking from behind.,_____ _____ _____ walking from behind.,0.5000
260,The boy is playing with a colorful ribbon.,The _____ is _____ _____ _____ _____ _____,_____ boy _____ playing with a colorful ribbon.,_____ boy _____ playing with a colorful ribbon.,0.7500,The _____ is _____ _____ _____ _____ _____,_____ boy _____ playing with a colorful ribbon.,_____ boy _____ playing with a colorful ribbon.,0.7500,The _____ is _____ _____ _____ _____ _____,_____ boy _____ playing with a colorful ribbon.,_____ boy _____ playing with a colorful ribbon.,0.7500,The _____ is _____ _____ _____ _____ _____,_____ boy _____ playing with a colorful ribbon.,_____ boy _____ playing with a colorful ribbon.,0.7500
261,Two women standing in front of a fence looking at mountains.,Two women standing in front of a fence _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ looking at mountains.,Two women standing in _____ _____ _____ fence looking at mountains.,0.2727,Two women _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ standing in front of a fence looking at mountains.,_____ _____ standing in front of a fence looking at mountains.,0.8182,Two women standing in front of a fence _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ looking at mountains.,Two women _____ in _____ of a _____ looking at mountains.,0.2727,Two women standing in front of a fence _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ looking at mountains.,Two women standing in _____ _____ a _____ looking at mountains.,0.2727
262,A large group of men of all ages sit around a large conference table and listen to a man in black speak.,A large group of _____ _____ _____ _____ sit around a _____ _____ _____ and listen to a _____ _____ _____ _____,_____ _____ _____ _____ men of all ages _____ _____ _____ large conference table _____ _____ _____ _____ man in black speak.,_____ _____ _____ _____ men of all ages _____ _____ _____ large conference table _____ _____ _____ _____ man in black speak.,0.5000,_____ _____ _____ _____ _____ of all ages _____ _____ _____ _____ _____ _____ and listen to a man in black speak.,A large group of men _____ _____ _____ sit around a large conference table _____ _____ _____ _____ _____ _____ _____ _____,A large group of men _____ _____ _____ sit around a large conference table _____ _____ _____ _____ _____ _____ _____ _____,0.5000,_____ _____ _____ _____ _____ of all ages _____ _____ _____ _____ _____ _____ and _____ _____ _____ _____ _____ _____ _____,A large group of men _____ _____ _____ sit around a large conference table _____ listen to a man in black speak.,A large group of men _____ _____ _____ sit around a large conference table _____ listen to a man in black speak.,0.8182,A large group of men of all ages sit around a large _____ _____ and listen to a _____ _____ _____ speak.,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ conference table _____ _____ _____ _____ man in black _____,A _____ group of men of all _____ sit _____ a _____ conference table and listen to _____ man in black speak.,0.2273
263,An elderly couple dance in front of a juke box while a guy in shorts sleeps at a nearby table,_____ _____ _____ dance in front of a juke box while _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple _____ _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps at a nearby table,An elderly couple _____ _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps at a nearby table,0.6000,_____ _____ _____ _____ in front of a juke box while _____ _____ _____ _____ _____ at a _____ _____,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps _____ _____ nearby table,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps _____ _____ nearby table,0.5500,_____ _____ _____ _____ in front of a juke box while _____ _____ _____ _____ _____ _____ _____ _____ _____,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps at a nearby table,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps at a nearby table,0.6500,_____ _____ _____ _____ in front of a juke box while _____ _____ _____ _____ _____ at a _____ _____,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps _____ _____ nearby table,An elderly couple dance _____ _____ _____ _____ _____ _____ _____ a guy in shorts sleeps _____ _____ nearby table,0.5500
264,A woman and child stand on the beach while sailboats sail on the ocean.,A woman and child _____ _____ _____ _____ while sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ _____ _____ _____ _____ _____,_____ woman _____ _____ stand on the beach while sailboats sail _____ the ocean.,0.2857,A _____ _____ _____ _____ _____ _____ _____ while sailboats sail on the ocean.,_____ woman and child stand on the beach _____ _____ _____ _____ _____ _____,_____ woman and child stand on the beach _____ _____ _____ _____ _____ _____,0.5000,A woman and child stand on the beach while _____ sail on the _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ sailboats _____ _____ _____ ocean.,A woman _____ child stand on the beach while sailboats sail on _____ ocean.,0.1429,A woman and child _____ _____ _____ _____ while sailboats sail on the ocean.,_____ _____ _____ _____ stand on the beach _____ _____ _____ _____ _____ _____,A woman and _____ stand on the beach while _____ sail _____ _____ ocean.,0.2857
265,A hand with tongs is reaching for a vegetable kabob on a grill that also has ribs and chicken kabobs.,A hand with tongs is reaching for a _____ _____ on a grill that also has ribs and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ _____ _____ chicken kabobs.,A hand with tongs is _____ _____ a vegetable kabob _____ a grill that also has ribs _____ chicken kabobs.,0.2000,A hand with tongs is reaching for a _____ _____ on a grill that also has ribs and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ _____ _____ chicken kabobs.,A hand with tongs is _____ for _____ vegetable kabob _____ a grill that also has ribs _____ chicken kabobs.,0.2000,A hand with tongs is reaching for a _____ _____ on a _____ that also has ribs and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ grill _____ _____ _____ _____ _____ chicken kabobs.,A hand with tongs is _____ for a vegetable kabob _____ a grill _____ _____ _____ ribs and chicken kabobs.,0.2500,A hand with tongs is reaching for a _____ _____ on a grill that also has ribs and _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ vegetable kabob _____ _____ _____ _____ _____ _____ _____ _____ chicken kabobs.,A hand with _____ is reaching for _____ vegetable kabob _____ _____ grill that also has ribs and chicken kabobs.,0.2000
267,A man in a home kitchen is flipping a pancake extremely high.,A man in a home kitchen is _____ _____ _____ extremely high.,_____ _____ _____ _____ _____ _____ _____ flipping a pancake _____ _____,A man in _____ _____ kitchen is flipping a pancake _____ high.,0.2500,A man in a home kitchen is _____ _____ _____ extremely high.,_____ _____ _____ _____ _____ _____ _____ flipping a pancake _____ _____,A man _____ _____ _____ kitchen is flipping a pancake extremely high.,0.2500,A man in a home kitchen is _____ _____ _____ extremely high.,_____ _____ _____ _____ _____ _____ _____ flipping a pancake _____ _____,A man in _____ _____ _____ is flipping a pancake extremely high.,0.2500,A man in a home kitchen is _____ _____ _____ extremely high.,_____ _____ _____ _____ _____ _____ _____ flipping a pancake _____ _____,A man in _____ home _____ is flipping a pancake _____ high.,0.2500
269,Handyman works on outer wall of city building.,_____ _____ _____ _____ _____ of _____ _____,Handyman works on outer wall _____ city building.,Handyman works on outer wall _____ city building.,0.8750,_____ _____ _____ _____ _____ _____ _____ _____,Handyman works on outer wall of city building.,Handyman works on outer wall of city building.,1.0000,_____ _____ _____ outer wall of city _____,Handyman works on _____ _____ _____ _____ building.,Handyman works on _____ _____ _____ _____ building.,0.5000,_____ _____ _____ _____ _____ _____ _____ _____,Handyman works on outer wall of city building.,Handyman works on outer wall of city building.,1.0000
