id,premise_raw,premise_original_necessity,premise_original_sufficiency,premise_original_ghost,coverage_original,premise_lexical_necessity,premise_lexical_sufficiency,premise_lexical_ghost,coverage_lexical,premise_syntactic_necessity,premise_syntactic_sufficiency,premise_syntactic_ghost,coverage_syntactic,premise_pragmatic_necessity,premise_pragmatic_sufficiency,premise_pragmatic_ghost,coverage_pragmatic,premise_original_noise,premise_lexical_noise,premise_syntactic_noise,premise_pragmatic_noise
713,Many people are walking down a street surrounded by old buildings.,Many people are _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ walking down a street surrounded by old buildings.,_____ _____ _____ walking down a street surrounded by old buildings.,0.7273,Many people are _____ _____ _____ _____ surrounded by _____ _____,_____ _____ _____ walking down a street _____ _____ old buildings.,_____ _____ _____ walking down a street _____ _____ old buildings.,0.5455,Many people are _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ walking down a street surrounded by old buildings.,_____ _____ _____ walking down a street surrounded by old buildings.,0.7273,Many people are _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ _____ walking down a street surrounded by old buildings.,_____ _____ _____ walking down a street surrounded by old buildings.,0.7273,_____ people _____ walking down a street surrounded _____ old buildings.,_____ people are walking _____ _____ street _____ _____ old buildings.,_____ people are walking down a street _____ _____ old buildings.,Many people _____ walking down _____ _____ surrounded by old buildings.
714,A group of people eating at a restaurant.,_____ _____ _____ _____ _____ _____ _____ _____,A group of people eating at a restaurant.,A group of people eating at a restaurant.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____,A group of people eating at a restaurant.,A group of people eating at a restaurant.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____,A group of people eating at a restaurant.,A group of people eating at a restaurant.,1.0000,_____ _____ _____ _____ _____ _____ _____ _____,A group of people eating at a restaurant.,A group of people eating at a restaurant.,1.0000,A group of people eating at a restaurant.,A group of people eating at a restaurant.,A group of people eating at a restaurant.,A group of people eating at a restaurant.
715,A young man in a black t-shirt plays Croquet with an inflatable mallet.,A young man in a black t-shirt _____ _____ with an _____ _____,_____ _____ _____ _____ _____ _____ _____ plays Croquet _____ _____ inflatable mallet.,A young _____ in _____ _____ t-shirt plays Croquet with _____ inflatable mallet.,0.3077,A young man in a black t-shirt _____ _____ with an _____ _____,_____ _____ _____ _____ _____ _____ _____ plays Croquet _____ _____ inflatable mallet.,A _____ man in _____ _____ t-shirt plays Croquet with _____ inflatable mallet.,0.3077,A _____ _____ in a black t-shirt plays Croquet with an _____ _____,_____ young man _____ _____ _____ _____ _____ _____ _____ _____ inflatable mallet.,A young man in a black _____ _____ _____ _____ an inflatable mallet.,0.3077,_____ _____ _____ in a black t-shirt _____ _____ with an _____ _____,A young man _____ _____ _____ _____ plays Croquet _____ _____ inflatable mallet.,A young man _____ _____ _____ _____ plays Croquet _____ _____ inflatable mallet.,0.5385,_____ _____ man in _____ _____ _____ plays _____ _____ an _____ _____,A _____ _____ _____ _____ black _____ _____ _____ with _____ inflatable _____,A _____ _____ _____ _____ black t-shirt _____ _____ _____ _____ _____ mallet.,A _____ _____ in _____ _____ t-shirt plays _____ with _____ inflatable mallet.
718,A girl with blond spiky hair and a black jacket walking along a sidewalk.,A girl with _____ _____ _____ and a black jacket walking along a sidewalk.,_____ _____ _____ blond spiky hair _____ _____ _____ _____ _____ _____ _____ _____,A _____ with blond spiky hair _____ a black _____ walking along a sidewalk.,0.2143,A girl with _____ _____ _____ and a black jacket walking along a sidewalk.,_____ _____ _____ blond spiky hair _____ _____ _____ _____ _____ _____ _____ _____,A _____ _____ blond spiky hair and a black _____ walking along a sidewalk.,0.2143,A girl with _____ _____ _____ and a black jacket walking along a sidewalk.,_____ _____ _____ blond spiky hair _____ _____ _____ _____ _____ _____ _____ _____,_____ girl with blond spiky hair _____ a black jacket walking _____ a sidewalk.,0.2143,A girl with _____ _____ _____ and a black jacket walking along a sidewalk.,_____ _____ _____ blond spiky hair _____ _____ _____ _____ _____ _____ _____ _____,A girl _____ blond spiky hair and a black _____ walking _____ a sidewalk.,0.2143,A _____ _____ _____ _____ _____ _____ _____ _____ _____ walking _____ a _____,_____ _____ _____ _____ spiky _____ and _____ _____ _____ _____ _____ a _____,_____ girl with _____ _____ _____ _____ _____ _____ _____ walking _____ _____ _____,_____ girl with _____ spiky _____ _____ _____ _____ _____ _____ _____ _____ _____
719,A welder on duty taking a break.,_____ _____ on duty _____ _____ _____,A welder _____ _____ taking a break.,A welder _____ _____ taking a break.,0.7143,A welder on duty _____ _____ _____,_____ _____ _____ _____ taking a break.,_____ _____ on _____ taking a break.,0.4286,_____ _____ _____ _____ _____ _____ _____,A welder on duty taking a break.,A welder on duty taking a break.,1.0000,_____ _____ on duty _____ _____ _____,A welder _____ _____ taking a break.,A welder _____ _____ taking a break.,0.7143,A welder on duty _____ _____ break.,_____ welder on _____ taking _____ _____,A welder on duty taking a break.,A welder _____ duty _____ a break.
720,Two children practicing karate.,_____ _____ _____ _____,Two children practicing karate.,Two children practicing karate.,1.0000,Two children _____ _____,_____ _____ practicing karate.,_____ _____ practicing karate.,0.5000,_____ _____ _____ _____,Two children practicing karate.,Two children practicing karate.,1.0000,Two children _____ _____,_____ _____ practicing karate.,_____ _____ practicing karate.,0.5000,Two children practicing karate.,Two _____ practicing _____,Two children practicing karate.,_____ children _____ karate.
721,A boy in a bathing suit serves a volleyball.,A boy in a bathing suit _____ _____ _____,_____ _____ _____ _____ _____ _____ serves a volleyball.,_____ _____ in a bathing _____ serves a volleyball.,0.3333,A boy in a bathing suit _____ _____ _____,_____ _____ _____ _____ _____ _____ serves a volleyball.,A boy in _____ _____ _____ serves a volleyball.,0.3333,_____ _____ in a bathing suit _____ _____ _____,A boy _____ _____ _____ _____ serves a volleyball.,A boy _____ _____ _____ _____ serves a volleyball.,0.5556,A boy in a bathing suit _____ _____ _____,_____ _____ _____ _____ _____ _____ serves a volleyball.,_____ boy _____ _____ bathing suit serves a volleyball.,0.3333,_____ _____ _____ a _____ _____ serves a _____,_____ _____ in _____ _____ suit _____ _____ volleyball.,_____ _____ _____ a bathing suit serves a _____,A _____ _____ a _____ _____ _____ _____ volleyball.
722,A woman with a red basketball jersey is holding a basketball and looking up.,A _____ with a _____ _____ _____ is holding a basketball and looking up.,_____ woman _____ _____ red basketball jersey _____ _____ _____ _____ _____ _____ _____,A woman with _____ red basketball jersey _____ holding a _____ _____ looking up.,0.2857,_____ _____ with a _____ _____ _____ is holding a basketball and looking up.,A woman _____ _____ red basketball jersey _____ _____ _____ _____ _____ _____ _____,A woman with _____ red basketball jersey _____ _____ a basketball _____ looking _____,0.3571,A _____ with a _____ _____ _____ is holding a basketball and looking up.,_____ woman _____ _____ red basketball jersey _____ _____ _____ _____ _____ _____ _____,A woman _____ a red basketball jersey _____ _____ a basketball _____ looking up.,0.2857,A _____ with a _____ _____ _____ is holding a basketball and looking up.,_____ woman _____ _____ red basketball jersey _____ _____ _____ _____ _____ _____ _____,A woman _____ a red basketball jersey is _____ a _____ and _____ up.,0.2857,_____ _____ _____ _____ _____ _____ _____ _____ _____ a basketball and _____ up.,A _____ with _____ _____ basketball _____ _____ _____ _____ basketball _____ looking _____,_____ _____ with _____ _____ _____ _____ is _____ _____ _____ _____ looking up.,_____ woman _____ _____ _____ basketball _____ _____ _____ _____ basketball _____ _____ up.
723,A little girl smiles as she wears a white bowl on the top of her head.,A _____ _____ smiles as she wears a white bowl on the top of her head.,_____ little girl _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ little girl smiles as she wears a white bowl on the top _____ her head.,0.1250,A _____ _____ _____ as she _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ little girl smiles _____ _____ wears a white bowl on the top of her head.,_____ little girl smiles _____ _____ wears a white bowl on the top of her head.,0.8125,_____ _____ _____ smiles as she wears a white bowl on the top of her head.,A little girl _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,A little girl _____ as she wears a white bowl on the _____ of _____ head.,0.1875,A little _____ smiles as she _____ _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ girl _____ _____ _____ wears a white bowl on the top of her head.,_____ _____ girl _____ _____ _____ wears a white bowl on the top of her head.,0.6875,_____ _____ _____ _____ as _____ _____ _____ _____ _____ _____ _____ _____ of _____ _____,A little girl smiles _____ she wears a white bowl on _____ _____ of her head.,_____ _____ _____ _____ _____ she wears _____ _____ bowl _____ _____ _____ _____ _____ _____,A _____ girl smiles _____ she wears _____ white bowl on the _____ of her _____
724,A few girls with green foam statue of liberty hats on a train,A few girls with green foam statue of liberty hats _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ _____ _____ _____ on a train,_____ _____ girls with green foam statue of _____ hats on a train,0.2308,A few _____ with _____ _____ _____ _____ _____ _____ _____ _____ _____,_____ _____ girls _____ green foam statue of liberty hats on a train,_____ _____ girls _____ green foam statue of liberty hats on a train,0.7692,A few girls with _____ _____ _____ _____ _____ _____ on a train,_____ _____ _____ _____ green foam statue of liberty hats _____ _____ _____,A _____ _____ _____ green foam statue of liberty hats _____ _____ _____,0.4615,A few girls with _____ _____ _____ _____ _____ _____ on a train,_____ _____ _____ _____ green foam statue of liberty hats _____ _____ _____,_____ _____ _____ _____ green foam statue of liberty hats _____ _____ train,0.4615,_____ few _____ _____ green _____ _____ _____ liberty _____ _____ _____ _____,_____ _____ girls with green _____ statue of liberty hats on a train,_____ few girls _____ _____ foam statue of liberty _____ _____ _____ _____,_____ _____ girls _____ _____ foam statue _____ liberty hats _____ a _____
725,A cat swatting at a doberman dog,A cat _____ _____ a _____ _____,_____ _____ swatting at _____ doberman dog,_____ _____ swatting at _____ doberman dog,0.5714,A cat _____ at a doberman dog,_____ _____ swatting _____ _____ _____ _____,A cat swatting at a _____ dog,0.1429,A cat _____ _____ a doberman dog,_____ _____ swatting at _____ _____ _____,A cat swatting at _____ doberman _____,0.2857,A _____ _____ _____ a _____ _____,_____ cat swatting at _____ doberman dog,_____ cat swatting at _____ doberman dog,0.7143,_____ _____ swatting at _____ doberman dog,_____ _____ _____ _____ _____ doberman _____,A _____ _____ _____ a _____ _____,A _____ swatting _____ a doberman dog
726,A small white dog running.,A _____ _____ _____ _____,_____ small white dog running.,_____ small white dog running.,0.8000,A _____ white _____ _____,_____ small _____ dog running.,_____ small _____ dog running.,0.6000,A _____ white _____ _____,_____ small _____ dog running.,_____ small _____ dog running.,0.6000,A _____ white _____ _____,_____ small _____ dog running.,_____ small _____ dog running.,0.6000,A small _____ dog running.,A _____ white dog _____,A _____ white dog _____,_____ small white dog _____
727,A woman wearing a sweatshirt and cap chats with a healthcare provider while receiving intravenous medicine.,_____ _____ wearing a sweatshirt and cap _____ _____ _____ _____ _____ while _____ _____ _____,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,0.6250,A woman wearing a sweatshirt and cap _____ _____ _____ _____ _____ while _____ _____ _____,_____ _____ _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,_____ _____ _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,0.5000,_____ _____ wearing a sweatshirt and cap _____ _____ _____ _____ _____ while _____ _____ _____,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,0.6250,_____ _____ wearing a sweatshirt and cap _____ _____ _____ _____ _____ while _____ _____ _____,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,A woman _____ _____ _____ _____ _____ chats with a healthcare provider _____ receiving intravenous medicine.,0.6250,A woman _____ a _____ and cap chats with _____ _____ _____ while _____ intravenous medicine.,_____ _____ _____ a sweatshirt _____ _____ _____ with a healthcare provider while _____ _____ medicine.,A _____ wearing a _____ _____ cap _____ _____ a healthcare provider while receiving intravenous _____,_____ _____ wearing _____ sweatshirt and _____ _____ with a healthcare provider _____ receiving intravenous medicine.
